words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
was,1782,818,64,18,0,1814.0,827.0,0.0124826629680998,0.0336842105263157,fd50ff59-c78b-4159-bfd9-4e61eb71ef15,history_of_film_8,The first animation use in movies was in 1899.
in,4,901,40,25,0,24.0,913.5,0.0173370319001386,0.0210526315789473,316cf55e-6eb8-4924-8bf3-2b8d526a4293,history_of_film_8,The first animation use in movies was in 1899.
1899.,69,905,99,21,0,118.5,915.5,0.0145631067961165,0.0521052631578947,c7e5b9b5-0b87-407d-ae26-1b2db0924467,history_of_film_8,The first animation use in movies was in 1899.
The,200,902,62,24,0,231.0,914.0,0.0166435506241331,0.0326315789473684,d44416e8-6031-4466-a0fa-31b7f36184a2,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
first,289,901,105,25,0,341.5,913.5,0.0173370319001386,0.0552631578947368,b914e62a-f5bd-450c-b13e-2bcda08737b2,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
feature,421,903,149,23,0,495.5,914.5,0.0159500693481276,0.0784210526315789,0aed94bd-8edf-4286-844c-2605d510e922,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
length,597,902,129,30,0,661.5,917.0,0.0208044382801664,0.0678947368421052,3982512c-3f79-4a89-8865-479ed5616c1b,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
multi-reel,748,901,217,25,0,856.5,913.5,0.0173370319001386,0.1142105263157894,63b4713e-b790-42c4-8fcf-3f0a4d5eedbf,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
film,993,901,85,25,0,1035.5,913.5,0.0173370319001386,0.0447368421052631,aa190162-fa70-4da3-abc4-1960b2d7ee61,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
was,1100,908,64,18,0,1132.0,917.0,0.0124826629680998,0.0336842105263157,8241946b-a4a7-479d-b552-596802a192a9,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
a,1190,909,19,17,0,1199.5,917.5,0.0117891816920943,0.01,da3e7193-220b-4412-9519-4d766b914633,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
1906,1235,905,82,21,0,1276.0,915.5,0.0145631067961165,0.0431578947368421,254820b8-a5f3-4505-8c84-4a3b739f573b,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
Australian,1342,901,220,25,0,1452.0,913.5,0.0173370319001386,0.1157894736842105,2c8611cf-a39d-407e-9af4-775fb0f24b2b,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
production.,1584,901,234,31,0,1701.0,916.5,0.0214979195561719,0.1231578947368421,831f39e6-15ea-4d89-826e-bc68f1fb1fd4,history_of_film_9,The first feature length multi-reel film was a 1906 Australian production.
New,0,995,66,21,0,33.0,1005.5,0.0145631067961165,0.0347368421052631,18d1952e-78ce-4d7c-bef7-7daf81b2572b,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
film,91,991,85,25,0,133.5,1003.5,0.0173370319001386,0.0447368421052631,d4dad003-77a1-4372-85e3-5333595569e4,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
techniques,201,991,215,31,0,308.5,1006.5,0.0214979195561719,0.1131578947368421,76b11729-cf1b-4739-85cd-0b8c22e5c924,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
that,443,992,83,24,0,484.5,1004.0,0.0166435506241331,0.0436842105263157,299c0b5c-57e6-45b4-9a47-f7282ecc2b99,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
were,550,999,86,17,0,593.0,1007.5,0.0117891816920943,0.0452631578947368,bb637f3e-7d2e-4b7d-90f2-66f00201b535,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
introduced,664,991,216,25,0,772.0,1003.5,0.0173370319001386,0.1136842105263157,f53458c7-d8fe-4485-816b-720ba4f35ff5,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
in,906,991,40,25,0,926.0,1003.5,0.0173370319001386,0.0210526315789473,b4a5bed2-d773-4de5-8d78-d8a683472562,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
this,971,991,83,25,0,1012.5,1003.5,0.0173370319001386,0.0436842105263157,84127d04-99c3-4d3b-b4f6-229da4fb5a10,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
period,1078,991,132,31,0,1144.0,1006.5,0.0214979195561719,0.0694736842105263,c077973e-cce4-4f97-8cc5-babca7a31044,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
include,1236,991,148,25,0,1310.0,1003.5,0.0173370319001386,0.0778947368421052,da42b344-96c6-4cb8-a237-cce6561fbc4a,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
the,1411,992,61,24,0,1441.5,1004.0,0.0166435506241331,0.0321052631578947,b9fa937b-18f4-460b-80f7-027208609f29,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
use,1497,998,63,18,0,1528.5,1007.0,0.0124826629680998,0.0331578947368421,2bf4a821-ce02-46ea-b8bb-940a49caaf87,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
of,1586,993,39,23,0,1605.5,1004.5,0.0159500693481276,0.0205263157894736,94fe158c-e09a-4eda-91ca-817192a15510,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
artificial,1652,991,215,25,0,1759.5,1003.5,0.0173370319001386,0.1131578947368421,0bda405c-16ab-43f8-9ea9-45a58ed24aee,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
"lighting,",3,1081,187,31,0,96.5,1096.5,0.0214979195561719,0.0984210526315789,a01296d0-b4d2-489b-a04e-0d07d1bf6d3f,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
fire,223,1081,83,25,0,264.5,1093.5,0.0173370319001386,0.0436842105263157,18c09c6c-2956-4f39-b4bd-b5321ade2af1,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
effects,332,1083,150,23,0,407.0,1094.5,0.0159500693481276,0.0789473684210526,59c848a0-5bdc-49b8-bd76-f11828d976b7,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
and,508,1082,64,24,0,540.0,1094.0,0.0166435506241331,0.0336842105263157,061f7d06-f0c4-4724-86b0-633e4e08d028,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
low-key,597,1082,150,29,0,672.0,1096.5,0.0201109570041608,0.0789473684210526,0f6b8464-fc92-48d3-9c0a-3beb731187af,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
lighting,773,1081,173,31,0,859.5,1096.5,0.0214979195561719,0.0910526315789473,a34fff65-34ee-4072-ab22-b73519a15989,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
for,971,1083,60,23,0,1001.0,1094.5,0.0159500693481276,0.031578947368421,ec1fe774-db4f-406e-a956-2adcb590121a,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
enhanced,1058,1082,174,24,0,1145.0,1094.0,0.0166435506241331,0.091578947368421,15d99ec9-153e-4d11-ade3-3bf72ac409c4,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
atmosphere,1256,1082,216,30,0,1364.0,1097.0,0.0208044382801664,0.1136842105263157,ffc9f89f-3a3f-4a0c-bb62-df86cfe8e34c,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
during,1497,1081,131,31,0,1562.5,1096.5,0.0214979195561719,0.0689473684210526,f436b068-3a1b-4a77-85e0-3717722016db,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
sinister,1653,1081,170,25,0,1738.0,1093.5,0.0173370319001386,0.0894736842105263,ef1e7e9b-802a-43e6-902b-c6b79eb33841,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
scenes.,3,1178,143,18,0,74.5,1187.0,0.0124826629680998,0.0752631578947368,1eb9ece1-8935-4511-be39-da1bfad84018,history_of_film_10,"New film techniques that were introduced in this period include the use of artificial lighting, fire effects and low-key lighting for enhanced atmosphere during sinister scenes."
As,176,1175,42,21,0,197.0,1185.5,0.0145631067961165,0.0221052631578947,25725537-4b41-4e98-bbea-7e5d0dfb67e0,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
films,245,1171,105,25,0,297.5,1183.5,0.0173370319001386,0.0552631578947368,5d369ec4-8fcf-4243-8006-205734f86b6d,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
grew,376,1179,86,23,0,419.0,1190.5,0.0159500693481276,0.0452631578947368,a0056fc4-ad49-4020-8a91-0fa2d823c154,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
"longer,",487,1172,143,30,0,558.5,1187.0,0.0208044382801664,0.0752631578947368,06a6cfcd-c5cc-432a-a13d-87635f882ea7,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
specialist,663,1171,215,31,0,770.5,1186.5,0.0214979195561719,0.1131578947368421,480614af-0565-40be-a7be-02447f1f7603,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
writers,902,1171,152,25,0,978.0,1183.5,0.0173370319001386,0.08,a3cd7683-9980-491f-a77a-0e970a0d59a8,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
were,1078,1179,86,17,0,1121.0,1187.5,0.0117891816920943,0.0452631578947368,895b8813-687a-4ede-b4f1-86aa343dd839,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
employed,1190,1172,174,30,0,1277.0,1187.0,0.0208044382801664,0.091578947368421,c4a1ff82-0307-4961-b41e-081547b3f0fb,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
to,1389,1175,39,21,0,1408.5,1185.5,0.0145631067961165,0.0205263157894736,d0399c37-b2bc-420c-81e3-ff74fb099491,history_of_film_11,"As films grew longer, specialist writers were employed to simplify more complex stories derived from novels or plays into a form that could be contained on one reel and be easier to be understood by the audience, the audience that was new to this form."
